고유 식별자,조례명,관할 지자체명,조문 계층 경로,동일 조문 계층 경로 내 청크 순서,실제 본문 내용 (조문 텍스트),조문 제목 (있을 경우),상위 조문번호,근거법령명,제·개정·시행일자,조례 분야,원문 페이지 URL,비고
SAHA-TRAFFIC-1170-02-가,부산광역시 사하구 어린이 통학로 교통안전을 위한 조례,부산광역시 사하구,제2조-가목,1,「유아교육법」 제2조제2호에 따른 유치원,정의,제2조,유아교육법,2018-02-14,교통·안전,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380115247015&histNo=003&menuNm=main,용어 정의
SAHA-TRAFFIC-1170-02-나,부산광역시 사하구 어린이 통학로 교통안전을 위한 조례,부산광역시 사하구,제2조-나목,2,「초ㆍ중등교육법」 제38조와 제55조에 따른 초등학교ㆍ특수학교,정의,제2조,초ㆍ중등교육법,2018-02-14,교통·안전,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380115247015&histNo=004&menuNm=main,용어 정의
SAHA-TRAFFIC-1170-02-다,부산광역시 사하구 어린이 통학로 교통안전을 위한 조례,부산광역시 사하구,제2조-다목,3,「영유아보육법」 제10조에 따른 어린이집(「도로교통법 시행규칙」 제14조에 따른 보육시설에 한정한다),정의,제2조,영유아보육법 / 도로교통법 시행규칙,2018-02-14,교통·안전,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380115247015&histNo=003&menuNm=main,용어 정의
SAHA-TRAFFIC-1170-02-라,부산광역시 사하구 어린이 통학로 교통안전을 위한 조례,부산광역시 사하구,제2조-라목,4,「학원의 설립ㆍ운영 및 과외교습에 관한 법률」 제2조에 따른 학원(「도로교통법 시행규칙」 제14조에 따른 학원에 한정한다),정의,제2조,학원의 설립ㆍ운영 및 과외교습에 관한 법률 / 도로교통법 시행규칙 / 도로교통법,2018-02-14,교통·안전,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380115247015&histNo=002&menuNm=main,용어 정의
SAHA-TRAFFIC-1170-03,부산광역시 사하구 어린이 통학로 교통안전을 위한 조례,부산광역시 사하구,제3조,1,구청장은 어린이 교통안전을 위한 각종 시설물을 설치ㆍ개선하고 어린이 교통사고 예방을 위한 시책을 강구하여야 한다.,구청장의 책무,,,2018-02-14,교통·안전,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380115247015&histNo=001&menuNm=main,행정·시설 기준
SAHA-TRAFFIC-1170-04,부산광역시 사하구 어린이 통학로 교통안전을 위한 조례,부산광역시 사하구,제4조,1,"구청장은 「교통안전법」 제17조 및 제18조에 따른 지역교통안전기본계획 및 지역교통안전시행계획을 수립하는 때에는 다음 각 호의 사항을 포함하여야 한다.
  1. 어린이 통학로의 개선목표 및 개선방향
  2. 어린이 통학로의 현황
  3. 어린이 통학로 내의 신호기 안전표지 및 교통안전시설에 관한 사항
  4. 어린이 통학로 내의 도로부속물의 설치ㆍ관리에 관한 사항
  5. 어린이 통학로 내에 설치된 노상주차장의 폐지 또는 이전계획 및 불법주정차 개선대책에 관한 사항
  6. 어린이 통학로 내의 차량진입제한에 관한 사항
  7. 어린이 통학로 내에 폐쇄회로 텔레비전(CCTV) 설치에 관한 사항
  8. 어린이 통학로에 대한 개선 및 재정 지원에 관한 사항
  9. 어린이 교통안전교육에 관한 사항
  10. 그 밖의 어린이 통학로의 보행환경 및 교통사고 예방에 관한 사항",기본계획수립 등,,교통안전법,2018-02-14,교통·안전,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380115247015&histNo=000&menuNm=main,안전 관련
SAHA-TRAFFIC-1170-05,부산광역시 사하구 어린이 통학로 교통안전을 위한 조례,부산광역시 사하구,제5조,1,구청장은 매년 어린이 통학로에 대한 교통안전 및 도로부속물의 실태와 개선이 필요한 사항을 조사하여 제4조의 기본계획 및 시행계획에 반영될 수 있도록 하여야 한다.,어린이 통학로 실태조사,,,2018-02-14,교통·안전,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380115247015&histNo=001&menuNm=main,안전 관련
SAHA-TRAFFIC-1170-06-01,부산광역시 사하구 어린이 통학로 교통안전을 위한 조례,부산광역시 사하구,제6조-1항,1,구청장은 제2조 제2호 교육시설의 어린이를 대상으로 필요한 때에는 교통안전교육을 실시할 수 있다.,어린이 안전교육,제6조,,2018-02-14,교통·안전,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380115247015&histNo=003&menuNm=main,안전 관련
SAHA-TRAFFIC-1170-06-02,부산광역시 사하구 어린이 통학로 교통안전을 위한 조례,부산광역시 사하구,제6조-2항,1,"제1항에 따른 어린이 교통안전교육은 다음 각 호의 방법에 따른다.
  1. 어린이 교통안전교육 프로그램 제작과 보급을 통한 자체 교육
  2. 어린이 교통안전교육 시설을 이용한 교육
  3. 그 밖의 교통안전 전문교육기관 위탁교육 등",어린이 안전교육,제6조,,2018-02-14,교통·안전,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380115247015&histNo=002&menuNm=main,위탁·관리
SAHA-TRAFFIC-1170-07,부산광역시 사하구 어린이 통학로 교통안전을 위한 조례,부산광역시 사하구,제7조,1,"구청장은 어린이 통학로 교통안전 시책의 효율적인 추진을 위해 관할 경찰서, 교육청, 관련 단체 등과 긴밀히 협력하여야 하며 필요한 경우 협의체를 구성하여 운영할 수 있다.",협력체계 구축,,,2018-02-14,교통·안전,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380115247015&histNo=001&menuNm=main,위원회 운영
SAHA-TRAFFIC-1170-08,부산광역시 사하구 어린이 통학로 교통안전을 위한 조례,부산광역시 사하구,제8조,1,"구청장은 제2조제2호 교육시설의 장에게 어린이의 등ㆍ하교시 교통안전을 위하여 필요한 경우 교사, 교통봉사단체 등에 의한 등ㆍ하굣길 교통지도반을 운영하도록 권고할 수 있다.",어린이 등ㆍ하교 교통지도,,,2018-02-14,교통·안전,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380115247015&histNo=000&menuNm=main,안전 관련
SAHA-TRAFFIC-1170-09,부산광역시 사하구 어린이 통학로 교통안전을 위한 조례,부산광역시 사하구,제9조,1,"구청장은 「어린이ㆍ노인 및 장애인 보호구역의 지정 및 관리에 관한 규칙」 제9조에 따라 어린이 보호구역에서 구간별ㆍ시간대별 차량 통제가 조속히 정착될 수 있도록 관할 경찰서장 및 지방경찰청장과 적극적으로 협의하고, 행정적 지원을 할 수 있다.",어린이 보호구역 내의 차량통제,,어린이ㆍ노인 및 장애인 보호구역의 지정 및 관리에 관한 규칙,2018-02-14,교통·안전,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380115247015&histNo=001&menuNm=main,행정·시설 기준
SAHA-TRAFFIC-785-99,부산광역시 사하구 자전거 이용 활성화에 관한 조례,부산광역시 사하구,부칙,1,"부칙
이 조례는 공포한 날부터 시행한다.",부칙,,,2009-09-23,교통·자전거,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380115247007&histNo=001&menuNm=main,부칙
SAHA-TRAFFIC-785-01,부산광역시 사하구 자전거 이용 활성화에 관한 조례,부산광역시 사하구,제1조,1,이 조례는 「자전거 이용 활성화에 관한 법률」 제11조제3항과 같은법 시행령 제9조에 따라 자전거주차장의 관리·운영 등에 관하여 필요한 사항을  규정함을 목적으로 한다.,목적,,자전거 이용 활성화에 관한 법률,2009-09-23,교통·자전거,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380115247007&histNo=004&menuNm=main,총칙·목적
SAHA-TRAFFIC-785-02,부산광역시 사하구 자전거 이용 활성화에 관한 조례,부산광역시 사하구,제2조,1,"이 조례에서 사용하는 용어의 뜻은 다음과 같다.
  1. “자전거주차장”란 자전거 주차장치를 설치하고 자전거의 주차를 위하여 일반의 이용에 제공되는 장소를 말한다
  2. “자전거정비소”란 자전거의 이상 유무를 점검하고 고장 난 부분을 수리하는 시설을 말한다.
  3. “자전거대여소”란 자전거를 이용하고자 하는 자에게 자전거를 무상 또는 유상으로 대여하는 시설을 말한다.",정의,,,2009-09-23,교통·자전거,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380115247007&histNo=003&menuNm=main,용어 정의
SAHA-TRAFFIC-785-03,부산광역시 사하구 자전거 이용 활성화에 관한 조례,부산광역시 사하구,제3조,1,"부산광역시 사하구청장(이하 “구청장”이라 한다)은 자전거 이용이 많거나 많을 것으로 예상되는 지하철역, 버스정류소, 공공청사, 공원 등에는 수요를 감안하여 자전거주차장을 설치하여야 하고 공동주택, 각급 학교, 대형유통·판매시설 등 대규모 시설물을 설치하거나 운영하는 자에 대하여는 자전거주차장의 설치를 적극 권장하여야 한다.",자전거주차장의 설치 등,,,2009-09-23,교통·자전거,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380115247007&histNo=002&menuNm=main,행정·시설 기준
SAHA-TRAFFIC-785-04,부산광역시 사하구 자전거 이용 활성화에 관한 조례,부산광역시 사하구,제4조,1,"제3조에 따라 자전거주차장을 설치한 자는 다음 각 호에서 정한 사항을 준수하여야 한다.
  1. 법령 및 조례에 따라 선량한 관리자로서의 주의의무를 다하여 자전거주차장을 유지·관리하여야 한다.
  2. 자전거이용자가 자전거주차장을 안전하고 편리하게 사용할 수 있도록 자전거주차장을 항상 점검하고 보수하여야 한다.
  3. 자전거주차장 및 주차된 자전거 등이 도시미관에 저해되지 않도록 유지·관리하여야 한다.",자전거주차장의 유지·관리,,,2009-09-23,교통·자전거,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380115247007&histNo=001&menuNm=main,행정·시설 기준
SAHA-TRAFFIC-785-05,부산광역시 사하구 자전거 이용 활성화에 관한 조례,부산광역시 사하구,제5조,1,구청장이 설치한 자전거주차장의 주차요금은 무료로 한다. 다만 자전거주차장의 관리·운영을 민간단체에 위탁하는 등 특별한 사유가 있는 경우에는 유료로 할 수 있다.,자전거 주차요금,,,2009-09-23,교통·자전거,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380115247007&histNo=000&menuNm=main,행정·시설 기준
SAHA-TRAFFIC-785-06-01,부산광역시 사하구 자전거 이용 활성화에 관한 조례,부산광역시 사하구,제6조-1항,1,"구청장은 자전거의 이용 수요가 많은 지하철역, 공원 등에 자전거정비소 또는 자전거대여소를 설치·운영할 수 있다.",자전거정비소·자전거대여소 설치 등,제6조,,2009-09-23,교통·자전거,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380115247007&histNo=001&menuNm=main,행정·시설 기준
SAHA-TRAFFIC-785-06-02,부산광역시 사하구 자전거 이용 활성화에 관한 조례,부산광역시 사하구,제6조-2항,1,사용자의 과실로 제1항의 자전거대여소에서 대여한 자전거를 도난 또는 파손한 경우에 사용자는 대여자전거를 원상 복구하여야 한다.,자전거정비소·자전거대여소 설치 등,제6조,,2009-09-23,교통·자전거,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380115247007&histNo=002&menuNm=main,행정·시설 기준
SAHA-TRAFFIC-785-06-03,부산광역시 사하구 자전거 이용 활성화에 관한 조례,부산광역시 사하구,제6조-3항,1,제1항에 따라 설치·운영하는 자전거정비소 또는 자전거대여소의 운영방법 등은 자전거 주차장에 준하여 규칙으로 정한다.,자전거정비소·자전거대여소 설치 등,제6조,,2009-09-23,교통·자전거,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380115247007&histNo=001&menuNm=main,행정·시설 기준
SAHA-TRAFFIC-785-07,부산광역시 사하구 자전거 이용 활성화에 관한 조례,부산광역시 사하구,제7조,1,구청장은 자전거이용 활성화를 위하여 자전거 이용이 많거나 많을 것으로 예상되는 지역과 공공기관·민간기업·학교 등을 시범지역 또는 시범기관으로 각각 지정·운영할 수 있다.,시범지역 또는 시범기관의 지정·운영,,,2009-09-23,교통·자전거,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380115247007&histNo=000&menuNm=main,행정·시설 기준
SAHA-TRAFFIC-785-08,부산광역시 사하구 자전거 이용 활성화에 관한 조례,부산광역시 사하구,제8조,1,구청장은 자전거를 이용하는 학생 및 주민을 대상으로 올바른 자전거이용에 필요한 교육을 실시하기 위하여 자전거 교통 안전교육장을 설치·운영할 수 있다.,자전거교통안전교육장의 설치·운영,,,2009-09-23,교통·자전거,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380115247007&histNo=001&menuNm=main,행정·시설 기준
SAHA-TRAFFIC-785-09,부산광역시 사하구 자전거 이용 활성화에 관한 조례,부산광역시 사하구,제9조,1,"구청장은 자전거이용의 활성화를 위하여 다음 각 호의 어느 하나에 해당하는 민간단체 등에 대하여 예산의 범위 안에서 비용의 전부 또는 일부를 보조하거나 필요한 사항을 지원할 수 있다.
  1. 자전거이용의 저변확대 등을 목적으로 「비영리민간단체지원법」제4조에 따라 부산광역시에 등록한 단체로서 자전거이용 활성화 시책을 발굴하거나 실천하는 단체
  2. 제7조의 시범지역 또는 시범기관",민간단체 등의 지원,,비영리민간단체지원법,2009-09-23,교통·자전거,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380115247007&histNo=001&menuNm=main,총칙·목적
SAHA-PARK-76-99,부산광역시 사하구 주거지전용주차장 등 운영지침,부산광역시 사하구,부칙,1,"부  칙
이 지침은 2011년 7월 1일부터 시행한다.",부칙,,,2024-12-26,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308005&histNo=073&menuNm=main,부칙
SAHA-PARK-76-99,부산광역시 사하구 주거지전용주차장 등 운영지침,부산광역시 사하구,부칙,2,"부  칙<2017.12.1, 예규 제56호>
이 지침은 2017년 12월 1일부터 시행한다.",부칙,,,2024-12-26,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308005&histNo=072&menuNm=main,부칙
SAHA-PARK-76-99,부산광역시 사하구 주거지전용주차장 등 운영지침,부산광역시 사하구,부칙,3,"부칙 <2018. 9.28, 훈령 제309호>(부산광역시 사하구 지방공무원 부서별 정원 규정 일부개정규정)
제1조(시행일) 이 규정은 2018년 10월 1일부터 시행한다.
제2조(정원에 관한 경과조치) (생략)
제3조(다른 규정의 개정) ① (생략)
② (생략)
③ (생략)
④ (생략)
⑤ (생략)
⑥ (생략)
⑦ 부산광역시 사하구 주거지전용주차장 운영지침 일부를 다음과 같이 개정한다.
제4조제3항제2호다목, 제15조, 제20조의 “동 주민센터”를 “동 행정복지센터”로 한다.",부칙,,,2024-12-26,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308005&histNo=071&menuNm=main,부칙
SAHA-PARK-76-99,부산광역시 사하구 주거지전용주차장 등 운영지침,부산광역시 사하구,부칙,4,"부  칙<2019.11.8, 예규 제63호>
이 지침은 발령한 날부터 시행한다.",부칙,,,2024-12-26,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308005&histNo=070&menuNm=main,부칙
SAHA-PARK-76-99,부산광역시 사하구 주거지전용주차장 등 운영지침,부산광역시 사하구,부칙,5,"부  칙<2021. 1. 1, 예규 제65호>
이 지침은 발령한 날부터 시행한다.",부칙,,,2024-12-26,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308005&histNo=069&menuNm=main,부칙
SAHA-PARK-76-99,부산광역시 사하구 주거지전용주차장 등 운영지침,부산광역시 사하구,부칙,6,"부  칙<2022. 12. 23, 예규 제70호>
이 지침은 발령한 날부터 시행한다.",부칙,,,2024-12-26,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308005&histNo=068&menuNm=main,부칙
SAHA-PARK-76-99,부산광역시 사하구 주거지전용주차장 등 운영지침,부산광역시 사하구,부칙,7,"부  칙<2024. 12. 26, 예규 제76호>
이 지침은 발령한 날부터 시행한다.",부칙,,,2024-12-26,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308005&histNo=067&menuNm=main,부칙
SAHA-PARK-76-10-01,부산광역시 사하구 주거지전용주차장 등 운영지침,부산광역시 사하구,제10조-1항,1,주차장사용자가 타 지역으로 전출 등의 사유로 주차장을 사용할 수 없을 때에는 주차단위구획 사용 취소신청을 할 수 있다.,주차단위구획 사용취소 신청 및 주차요금 환불,제10조,,2024-12-26,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308005&histNo=066&menuNm=main,요금·징수/감면
SAHA-PARK-76-10-02,부산광역시 사하구 주거지전용주차장 등 운영지침,부산광역시 사하구,제10조-2항,1,주차장사용자는 제1항에 따라 배정취소 사항이 발생할 경우 별지 제3호서식의 주거지·근무지·소규모상가전용주차장 주차단위구획 배정취소 및 주차요금 환불신청서를 제출하여야 한다.,주차단위구획 사용취소 신청 및 주차요금 환불,제10조,,2024-12-26,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308005&histNo=065&menuNm=main,요금·징수/감면
SAHA-PARK-76-10-03,부산광역시 사하구 주거지전용주차장 등 운영지침,부산광역시 사하구,제10조-3항,1,"동장은 사용료 체납여부를 확인한 후 환불금액(주차요금납부금액×잔여기간일수/주차요금납부일수), 지급대상자 환불계좌번호 등을 표시한 신청서를 구청에 전송(이송)하고 구청장은 환불금액을 신청자에게 송금한다.",주차단위구획 사용취소 신청 및 주차요금 환불,제10조,,2024-12-26,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308005&histNo=064&menuNm=main,요금·징수/감면
SAHA-PARK-76-11,부산광역시 사하구 주거지전용주차장 등 운영지침,부산광역시 사하구,제11조,1,"동장은 주차장사용자가 다음 각 호의 어느 하나에 해당하는 행위를 하였을 경우에는 주차단위구획을 배정취소하고 제10조제3항에 따라 주차요금을 환불하여야 한다.
  1. 주차단위구획 사용권을 전매 또는 양도한 경우
  2. 주차장사용자가 주차단위구획을 임대하거나 물건적치 등 영업행위를 하는 경우(단, 상가주차장의 경우 영업시간 내에 영업주의 영업목적으로 주차만 가능)
  3. 1차 독촉 후에도 주차요금을 납부하지 않은 경우
  4. 쓰레기의 무단투기, 휴지, 담배꽁초 등의 투척, 주차장내 장애물 설치 등으로 주차장 주변 환경저해 및 주차시설을 고의로 훼손하는 경우
  5. 그 밖에 주차장 사용 용도외의 목적으로 사용하는 경우",주차단위구획 배정취소,,,2024-12-26,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308005&histNo=063&menuNm=main,요금·징수/감면
SAHA-PARK-76-12-01,부산광역시 사하구 주거지전용주차장 등 운영지침,부산광역시 사하구,제12조-1항,1,건물신축 등 도로의 여건이 변경되어 주차장의 설치 기준에 부적합하게 된 주차장은 지체 없이 폐지하여야 한다.,주차장 폐지 등,제12조,,2024-12-26,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308005&histNo=062&menuNm=main,행정·시설 기준
SAHA-PARK-76-12-02,부산광역시 사하구 주거지전용주차장 등 운영지침,부산광역시 사하구,제12조-2항,1,도로점용ㆍ도로굴착 허가로 인하여 주차장이 폐지된 경우에는 그 행위의 종료 후 지체 없이 재설치하여야 한다.,주차장 폐지 등,제12조,,2024-12-26,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308005&histNo=061&menuNm=main,행정·시설 기준
SAHA-PARK-76-12-03,부산광역시 사하구 주거지전용주차장 등 운영지침,부산광역시 사하구,제12조-3항,1,주차장 설치기준에 적합한 주차장을 단순한 불편을 이유로 주민이 폐지를 요구 할 때에는 당위성을 설명하고 민원인을 설득하여야 한다.,주차장 폐지 등,제12조,,2024-12-26,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308005&histNo=060&menuNm=main,행정·시설 기준
SAHA-PARK-76-12-04,부산광역시 사하구 주거지전용주차장 등 운영지침,부산광역시 사하구,제12조-4항,1,주차장 폐지에 따라 주차장을 이용할 수 없게 된 기사용자에 대하여는 다른 주차장의 남는 주차단위구획을 우선 배정하거나 기 납부한 사용요금을 제10조제3항에 따라 지체 없이 환불하여야 한다.,주차장 폐지 등,제12조,,2024-12-26,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308005&histNo=059&menuNm=main,요금·징수/감면
SAHA-PARK-76-13-01,부산광역시 사하구 주거지전용주차장 등 운영지침,부산광역시 사하구,제13조-1항,1,"동장은 주차장사용자가 주차단위구획 한 면에 대하여 공동사용을 신청할 경우에는 별지 제2호서식의 주거지전용주차장 주차단위구획 지정대장을 작성ㆍ관리하여야 하며 다음 각 호와 같이 운영한다.
  1. 지정자와 공동 사용자간 사용요금 분담 및 사용시간 등 일체 사항은 상호 협의하여 결정하여야 하며, 지정자의 사용 해지 시 공동 사용자의 주거지전용주차권도 소멸한다.
  2. 공동사용을 증명할 수 있는 주거지전용주차권을 공동사용자에게 개별 발급하고, 공동사용자는 이를 자동차의 앞유리 전면에 부착하고 승인받은 사용시간에만 주차하여야 하며, 이를 이행하지 아니한 이유로 부정주차로 단속되어 견인조치 등 불이익을 받을 경우에 이의를 제기할 수 없다.",주거지전용주차권 공동 활용,제13조,,2024-12-26,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308005&histNo=058&menuNm=main,행정·시설 기준
SAHA-PARK-76-13-02,부산광역시 사하구 주거지전용주차장 등 운영지침,부산광역시 사하구,제13조-2항,1,"동장은 주차장사용자의 방문자주차권 요청 시 1개의 방문자주차권을 교부하여 해당 주차장 사용자가 배정받은 주차단위구획에 방문자 차량을 임시로 주차하게 할 수 있으며 다음 각 호와 같이 관리한다.
  1. 방문자주차권은 별표 2를 이용하여 교부하고, 방문차량 앞 유리창의 잘 보이는 곳에 방문자주차권을 게시하도록 하여야 한다.
  2. 방문자주차권을 게시한 차량이 부득이 타인의 빈 주차단위구획에 주차할 경우에는 연락처를 게시하여야 하며, 그 주차단위구획의 주차장사용자가 자동차의 이동을 요구하면 즉시 이동하여야 한다.
  3. 방문자주차권을 게시한 차량이 다른 사용자의 이용에 지장을 주게 되는 경우 자진이동을 유도하여야 하며 자진이동에 응하지 않을 시에는 부정주차로 간주하여 단속 및 견인하여야 한다.",주거지전용주차권 공동 활용,제13조,,2024-12-26,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308005&histNo=057&menuNm=main,위탁·관리
SAHA-PARK-76-14-01,부산광역시 사하구 주거지전용주차장 등 운영지침,부산광역시 사하구,제14조-1항,1,"(부정주차 차량처리)  위탁관리단체는 관할 주차장에 대하여 수시로 순찰을 실시하여 부정주차 차량이 있을 때에는 다음과 같이 처리하여야 한다.
  1. 먼저 부정주차 차량 차주에게 연락하여 이동하도록 안내한다.
  2. 연락이 되지 않는 부정주차 차량은 동장에게 단속요청 하여야 한다.",,제14조,,2024-12-26,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308005&histNo=056&menuNm=main,위탁·관리
SAHA-PARK-76-14-02,부산광역시 사하구 주거지전용주차장 등 운영지침,부산광역시 사하구,제14조-2항,1,"부정주차로 인하여 배정면에 주차할 수 없는 경우 사용자는 인근 주차장 이용 후 별지 제7호서식의 신청서를 관할 동에 제출하여 보상을 신청할 수 있다. 다만, 보상신청 시 주차장 이용 영수증을 제출하여야 하며, 1일 2,400원(공영주차장 4급지 일주차요금)한도 내에서 실비보상을 원칙으로 하되, 월 보상 총액이 주거지전용주차 월 사용료의 50퍼센트를 초과할 수 없다.",,제14조,,2024-12-26,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308005&histNo=055&menuNm=main,요금·징수/감면
SAHA-PARK-76-14-03,부산광역시 사하구 주거지전용주차장 등 운영지침,부산광역시 사하구,제14조-3항,1,"동장은 제1항에 따른 부정주차 차량은 견인대상차량 표지를 부착하고 사진을 찍은 후 견인 조치를 하여야 하며, 접수받은 보상신청서를 구청에 제출하여야 한다.",,제14조,,2024-12-26,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308005&histNo=054&menuNm=main,
SAHA-PARK-76-14-04,부산광역시 사하구 주거지전용주차장 등 운영지침,부산광역시 사하구,제14조-4항,1,"구청장은 보상 신청한 사용자에게 다음 달에 환불조치하고, 위탁관리 수수료에서 해당 금액을 제외하고 위탁관리단체에 위탁관리 수수료를 지급한다.",,제14조,,2024-12-26,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308005&histNo=053&menuNm=main,위탁·관리
SAHA-PARK-76-15,부산광역시 사하구 주거지전용주차장 등 운영지침,부산광역시 사하구,제15조,1,"(주차구역 관리) 위탁관리단체는 다음과 같이 주차구역을 관리한다.
  1. 수시로 순찰을 실시하여 주차장의 쓰레기 및 방치물 등에 대하여 청소를 실시하고 별지 제6호서식의 순찰근무일지를 기재 후 동장에게 인계한다.
  2. 주차선 도색ㆍ삭제, 표지판 추가 및 이동설치, 주차구역 신설 등 그 밖에 관리에 필요한 사항을 수시로 구청과 동 행정복지센터에 알려 원활한 주차장 관리가 되도록 하여 한다.
  3. 주차구역 관리에 따른 공과금을 수납한다.",,,,2024-12-26,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308005&histNo=052&menuNm=main,행정·시설 기준
SAHA-PARK-76-16-01,부산광역시 사하구 주거지전용주차장 등 운영지침,부산광역시 사하구,제16조-1항,1,"(위탁관리단체 추천 등)  동장은 주차장 위탁관리단체를 추천할 때에는 주차장 관리실태 및 주민여론 등을 감안하여야 하며, 2년이 경과하면 위탁관리단체를 변경하여 추천할 수 있다.",,제16조,,2024-12-26,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308005&histNo=051&menuNm=main,위탁·관리
SAHA-PARK-76-16-01,부산광역시 사하구 주거지전용주차장 등 운영지침,부산광역시 사하구,제16조의2(위탁수수료 지급 등)-1항,1," 구청장은 「부산광역시 사하구 주차장 설치 및 관리 조례」제13조제5항, 제13조의4제5항, 제13조의5제5항에 따른 위탁수수료를 주차장 면수에 따라 다음 각 호와 같이 차등 지급한다.
  1. 주차면수 29면 이하의 위탁수수료율은 60퍼센트로 한다.
  2. 주차면수 30면 이상의 위탁수수료율은 50퍼센트로 한다.",,제16조,부산광역시 사하구 주차장 설치 및 관리 조례,2024-12-26,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308005&histNo=050&menuNm=main,행정·시설 기준
SAHA-PARK-76-16-02,부산광역시 사하구 주거지전용주차장 등 운영지침,부산광역시 사하구,제16조-2항,1,동장은 위탁관리단체가 위탁수수료 사용과 주거지 전용주차구역 관리와 관련하여 각종 민원이 발생할 경우 추천을 제외할 수 있다.,,제16조,,2024-12-26,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308005&histNo=049&menuNm=main,위탁·관리
SAHA-PARK-76-16-02,부산광역시 사하구 주거지전용주차장 등 운영지침,부산광역시 사하구,제16조의2(위탁수수료 지급 등)-2항,1,"위탁관리단체는 위탁수수료의 30퍼센트 이상을 공익사업에 사용하여야 하며, 위탁수수료는 주차장 관리원 인건비, 공익사업 용도(불우이웃돕기, 주차장 시설물 관리 등) 외에는 사용할 수 없다.",,제16조,,2024-12-26,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308005&histNo=048&menuNm=main,위탁·관리
SAHA-PARK-76-16-03,부산광역시 사하구 주거지전용주차장 등 운영지침,부산광역시 사하구,제16조-3항,1,구청장은 위탁관리단체가 제2항에 해당할 경우에 위탁관리계약을 해지할 수 있다.,,제16조,,2024-12-26,교통·주차,www.elis.go.kr/allalr/selectAlrBdtOne?alrNo=26380138308005&histNo=047&menuNm=main,위탁·관리
